89653.90644819557,43131.23439483379,89660.3201309281,43128.80654159273
89654.00635180442,43131.23000516621,89660.4200690719,43128.81005840727
89653.85834819557,43130.139694833786,89660.3920309281,43126.76334159273
89653.95825180442,43130.13530516621,89660.4919690719,43126.76685840727
89653.85834819557,43130.139694833786,89660.3920309281,43126.76334159273
89654.00635180442,43131.23000516621,89660.4200690719,43128.81005840727
89653.85834797502,43130.1396898378,89660.39203092513,43126.76334172963
89653.95825202497,43130.13531016219,89660.49196907486,43126.76685827036
89653.82874797503,43129.4644898378,89660.45903092514,43124.85924172963
89653.92865202497,43129.4601101622,89660.55896907487,43124.86275827036
89653.82874797503,43129.4644898378,89660.45903092514,43124.85924172963
89653.95825202497,43130.13531016219,89660.49196907486,43126.76685827036
89653.82968641442,43129.472182743055,89660.46043654572,43124.87289919653
89653.92771358558,43129.45241725694,89660.55756345429,43124.84910080346
89653.69878641442,43128.822982743055,89660.15023654571,43123.60689919654
89653.79681358558,43128.803217256944,89660.24736345428,43123.583100803466
89653.69878641442,43128.822982743055,89660.15023654571,43123.60689919654
89653.92771358558,43129.45241725694,89660.55756345429,43124.84910080346
89653.7005682357,43128.82950610868,89660.15397134003,43123.61714478138
89653.7950317643,43128.79669389132,89660.24362865997,43123.57285521862
89653.5312682357,43128.342106108685,89659.61997134003,43122.536144781385
89653.6257317643,43128.30929389132,89659.70962865997,43122.49185521862
89653.5312682357,43128.342106108685,89659.61997134003,43122.536144781385
89653.7950317643,43128.79669389132,89660.24362865997,43123.57285521862
89653.53263997403,43128.34562129415,89659.62688456997,43122.54659478856
89653.62436002598,43128.30577870585,89659.70271543003,43122.481405211445
89653.30453997402,43127.82052129416,89658.72818456996,43121.50119478856
89653.39626002597,43127.78067870585,89658.80401543003,43121.43600521144
89653.30453997402,43127.82052129416,89658.72818456996,43121.50119478856
89653.62436002598,43128.30577870585,89659.70271543003,43122.481405211445
89653.30839821552,43127.82772656002,89658.73743510367,43121.50956734883
89653.39240178447,43127.77347343999,89658.79476489632,43121.42763265117
89653.02719821552,43127.39232656002,89657.46603510367,43120.61996734883
89653.11120178447,43127.33807343998,89657.52336489632,43120.538032651166
89653.02719821552,43127.39232656002,89657.46603510367,43120.61996734883
89653.39240178447,43127.77347343999,89658.79476489632,43121.42763265117
89653.02974983377,43127.3959194476,89657.4677235513,43120.62109835294
89653.10865016622,43127.3344805524,89657.5216764487,43120.53690164706
89652.58394983377,43126.8234194476,89655.8945235513,43119.61299835294
89652.66285016622,43126.7619805524,89655.9484764487,43119.52880164706
89652.58394983377,43126.8234194476,89655.8945235513,43119.61299835294
89653.10865016622,43127.3344805524,89657.5216764487,43120.53690164706
89652.58506781129,43126.82480363436,89655.89730277288,43119.614654932935
89652.6617321887,43126.76059636564,89655.94569722711,43119.52714506706
89651.73976781129,43125.81550363436,89654.79860277288,43119.00705493294
89651.8164321887,43125.75129636564,89654.84699722711,43118.91954506707
89651.73976781129,43125.81550363436,89654.79860277288,43119.00705493294
89652.6617321887,43126.76059636564,89655.94569722711,43119.52714506706
89651.7428255326,43125.81883602579,89654.79896432869,43119.00725293957
89651.8133744674,43125.74796397421,89654.8466356713,43118.91934706044
89650.9751255326,43125.054636025794,89653.6606643287,43118.38995293957
89651.0456744674,43124.98376397421,89653.70833567131,43118.30204706043
